更新日期,#genre#
经济科教,htmlplay://https://www.gdtv.cn/tvChannelDetail/49@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路11
岭南戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GUNCrE&tk=ylHxBjGGQBPx$IPV4•线路1
岭南戏曲,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=gdlnxq&pwd=jsdecode$IPV4•线路2
岭南戏曲,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=gdlnxq&pwd=jsdecode$IPV4•线路3
岭南戏曲,htmlplay://https://www.gdtv.cn/tvChannelDetail/15@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路4
岭南戏曲,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdlnxq&pwd=jsdecode$IPV4•线路5
现代教育,htmlplay://https://www.gdtv.cn/tvChannelDetail/13@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路1
现代教育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdxdjy&pwd=jsdecode$IPV4•线路2
大湾区卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X2f2lS&tk=ylHxBjGGQBPx$IPV4•线路1
大湾区卫视,http://14.117.233.31:8688/rtp/239.77.0.215:5146$IPV4•线路2
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$IPV4•线路3
大湾区卫视,http://www.xzbn.site:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路4
大湾区卫视,http://36.105.100.208:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路5
大湾区卫视,http://183.237.95.108:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路6
大湾区卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000045&livemode=1&stbId=yu&mode=1$IPV4•线路7
大湾区卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=yu&mode=1$IPV4•线路8
大湾区卫视,http://home.wwang.pw:35455/itv/2000000003000000045.m3u8?cdn=hnbblive$IPV4•线路9
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv$IPV4•线路10
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws$IPV4•线路11
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8$IPV4•线路12
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8$IPV4•线路13
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$IPV4•线路14
大湾区卫视,http://www.terrykang.xyz:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路15
大湾区卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路16
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8?migutoken=bad0a45eea94649f2e7f1b35e1d98d034b874a02984a76abb21e4537dee28f974e6da241dc7705109722be71c8b1302302b51cd4cb06c69ca55fdcf7279d415e0a0fce7c492b6842956ab34fcc$IPV4•线路17
大湾区卫视,http://nn.7x9d.cn/组播/咪咕视频.php?id=dwqws$IPV4•线路18
大湾区卫视,http://mzitv.cn:32/tsfile/live/1012_1.m3u8$IPV4•线路19
大湾区卫视,http://120.77.205.62:8087/rtp/239.77.0.215:5146$IPV4•线路20
大湾区卫视,http://119.125.134.176:9901/tsfile/live/1026_1.m3u8$IPV4•线路21
大湾区卫视,http://222.218.158.25:8181/tsfile/live/1027_1.m3u8$IPV4•线路22
大湾区卫视,http://58.254.14.231:808/hls/51/index.m3u8$IPV4•线路23
大湾区卫视,http://goo.bkpcp.top/mg/dwqws$IPV4•线路24
大湾区卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227278/1.m3u8$IPV4•线路25
大湾区卫视,http://39.134.65.209/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路26
大湾区卫视,http://39.134.136.161:6610/000000001000/2000000003000000045/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000003000000045$IPV4•线路27
大湾区卫视,http://39.134.67.110/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路28
大湾区卫视,http://39.134.64.179:6610/PLTV/88888888/224/3221226442/index.m3u8?$IPV4•线路29
大湾区卫视,kdsvod://rtmphtml://http://v.91kds.com/b7/shjd.m3u8?src=ystenlive&bt=1500&id=1000000002000011619&pwd=jsdecode$IPV4•线路30
大湾区卫视,http://39.134.65.251/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路31
大湾区卫视,http://39.134.65.213/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路32
大湾区卫视,http://39.134.136.161:6610/000000001000/1000000002000011619/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000011619$IPV4•线路33
大湾区卫视,kdsvod://rtmphtml://http://v.91kds.com/b7/shjd.m3u8?src=hnbblive&bt=1500&id=2000000003000000045&pwd=jsdecode$IPV4•线路34
大湾区卫视,http://39.134.65.207/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路35
大湾区卫视,http://39.134.67.108/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路36
大湾区卫视,http://39.134.65.215/PLTV/88888888/224/3221226020/1.m3u8$IPV4•线路37
大湾区卫视,kdsvod://http://v.91kds.com/b7/xuexi.m3u8?id=nfws&pwd=jsdecode$IPV4•线路38
大湾区卫视,htmlplay://https://m.miguvideo.com/m/liveDetail/608917627?channelId=10010001005$IPV4•线路39
大湾区卫视,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=nfws&pwd=jsdecode$IPV4•线路40
大湾区卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?stbId=3&channel-id=hnbblive&Contentid=2000000003000000045&mos=jbjhhzstsl&livemode=1$IPV4•线路41
大湾区卫视,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=nfws&pwd=jsdecode$IPV4•线路42
大湾区卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?stbId=3&channel-id=ystenlive&Contentid=1000000002000011619&mos=jbjhhzstsl&livemode=1$IPV4•线路43
大湾区卫视,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=nfws&pwd=jsdecode$IPV4•线路44
大湾区卫视,htmlplay://https://www.gdtv.cn/tvChannelDetail/51@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路45
大湾区卫视,http://39.135.133.153/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8$IPV4•线路46
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视$IPV4•线路47
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视$IPV4•线路48
🥝┃央视频道,#genre#
CCTV1,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路1
CCTV1,http://39.135.133.157:80/TVOD/88888888/224/3221225816/main.m3u8$IPV4•线路2
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4•线路3
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路4
CCTV1,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226016/.m3u8$IPV4•线路5
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路6
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路7
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路8
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$IPV4•线路9
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路10
CCTV1,http://39.134.65.106/PLTV/88888888/224/3221225816/1.m3u8$IPV4•线路11
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路12
CCTV1,http://39.135.133.155:80/TVOD/88888888/224/3221226119/main.m3u8$IPV4•线路13
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4•线路14
CCTV1,http://39.134.65.106/PLTV/88888888/224/3221226119/1.m3u8$IPV4•线路15
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路16
CCTV1,http://39.135.133.177:80/TVOD/88888888/224/3221225816/main.m3u8$IPV4•线路17
CCTV1,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4•线路18
CCTV1,http://39.135.133.154:80/TVOD/88888888/224/3221226119/main.m3u8$IPV4•线路19
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4•线路20
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$IPV4•线路21
CCTV1,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路22
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4•线路23
CCTV1,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路24
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4•线路25
CCTV1,http://39.134.65.106/PLTV/88888888/224/3221226075/1.m3u8$IPV4•线路26
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$IPV4•线路27
CCTV1,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路28
CCTV1,http://39.135.133.167:80/TVOD/88888888/224/3221225816/main.m3u8$IPV4•线路29
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4•线路30
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4•线路31
CCTV1,http://148.135.93.213/live.php?id=CCTV1$IPV4•线路32
CCTV1,http://148.135.93.213:81/live.php?id=CCTV1$IPV4•线路33
CCTV1,http://14.117.233.31:8688/rtp/239.77.0.119:5146$IPV4•线路34
CCTV1,http://14.117.233.31:8688/rtp/239.77.0.129:5146$IPV4•线路35
CCTV1,http://14.117.233.31:8688/rtp/239.77.0.86:5146$IPV4•线路36
CCTV1,http://14.117.233.31:8688/rtp/239.77.1.144:5146$IPV4•线路37
CCTV1,http://14.117.233.31:8688/rtp/239.77.1.17:5146$IPV4•线路38
CCTV1,http://171.213.199.251:4000/rtp/239.93.0.58:5140$IPV4•线路39
CCTV1,http://171.213.218.105:8089/rtp/239.93.0.58:5140$IPV4•线路40
CCTV1,http://171.213.235.41:4022/rtp/239.93.0.58:5140$IPV4•线路41
CCTV1,http://183.164.37.38:4022/rtp/238.1.78.166:7200$IPV4•线路42
CCTV1,http://60.168.109.183:4000/rtp/238.1.78.166:7200$IPV4•线路43
CCTV1,http://60.168.109.244:4000/rtp/238.1.78.166:7200$IPV4•线路44
